week,distance,change,elap30,PAT,type,field,wind,good
17,20,0,1.9333,1,1,1,0,1
17,20,0,24.4333,1,1,1,0,1
17,25,0,18.2,0,1,1,0,1
17,47,0,13.4333,0,1,1,0,1
17,20,0,26.8333,1,1,1,0,1
17,40,0,18.6667,0,1,1,0,0
17,20,1,14.9333,1,1,1,0,1
17,27,1,9.9167,0,1,1,0,1
17,20,0,2.35,1,1,1,0,1
17,20,0,13.9667,1,1,1,0,1
17,28,0,10.3,0,1,1,0,1
17,37,0,1.15,0,1,1,0,0
17,53,0,17.05,0,1,0,1,0
17,34,0,14.9333,0,1,0,1,0
17,23,0,20.8667,0,1,0,1,1
17,20,1,24.5833,0,1,0,0,1
17,44,1,21.2667,0,1,0,0,1
17,20,0,8.1333,1,1,0,0,1
17,20,0,7.6833,1,1,0,0,1
17,20,0,0.0333,1,1,0,0,1
17,20,0,26.1333,1,1,0,0,1
17,20,0,18.3333,1,1,0,0,1
17,38,0,11.1333,0,1,0,0,0
17,20,1,8.0167,1,1,0,0,1
17,51,1,0,0,1,0,0,1
17,42,1,27.3167,0,0,0,0,1
17,33,1,22.7333,0,0,0,0,1
17,20,0,16.9667,1,0,0,0,1
17,27,0,10.3833,0,0,0,0,1
17,20,0,7.1667,1,0,0,0,1
17,20,0,3.4667,1,0,0,0,1
17,48,0,0,0,0,0,0,1
17,20,0,17.9167,1,0,0,0,1
17,32,0,15,0,0,0,0,0
17,38,0,7.0167,0,0,0,0,1
17,20,0,3.95,1,0,0,0,1
17,20,0,1.3167,1,0,0,0,1
17,42,1,26.3,0,1,1,0,1
17,20,0,19.0833,1,1,1,0,1
17,20,0,14.8167,1,1,1,0,1
17,21,0,3.6333,0,1,1,0,1
17,20,1,22.5333,1,1,1,0,1
17,20,1,1.2167,1,1,1,0,1
17,34,1,0,0,1,1,0,1
17,42,1,23.9,0,1,1,0,1
17,20,1,0.3667,1,1,1,0,1
17,20,0,18.8833,1,1,1,0,1
17,20,0,0.5833,1,1,1,0,1
17,20,0,27.6333,1,1,1,0,1
17,39,0,17.7,0,1,1,0,1
17,20,0,7.5167,1,1,1,0,1
17,20,0,26.5,1,1,1,0,1
17,23,0,23.7833,0,1,1,0,1
17,23,0,17.55,0,1,1,0,1
17,20,0,5.8167,1,1,1,0,1
17,30,0,7.0667,0,1,0,1,1
17,20,0,0.2333,1,1,0,1,1
17,20,0,24.85,1,1,0,1,1
17,42,0,21.8333,0,1,0,1,0
17,20,1,9.0667,1,1,0,1,1
17,20,0,5.7333,1,1,0,1,1
17,54,1,25.45,0,0,0,0,0
17,44,1,15.85,0,0,0,0,0
17,20,0,1.9,1,0,0,0,1
17,55,0,0,0,0,0,0,0
17,20,1,17.9833,1,0,0,0,1
17,35,1,10.3667,0,0,0,0,0
17,50,1,2.3833,0,0,0,0,0
